zip,hsa
30148,11071
30149,11098
30150,11024
30151,11023
30152,11080
30153,11098
30154,11047
30156,11080
30157,11040
30160,11080
30161,11098
30162,11098
30164,11098
30165,11098
30168,11009
30169,11023
30170,11024
30171,11021
30172,11098
30173,11098
30175,11071
30176,11017
30177,11071
30178,11098
30179,11024
30180,11122
30182,11024
30183,11023
30184,11025
30185,11024
30187,11047
30188,11080
30189,11080
30204,11114
30205,11062
30206,11062
30212,11062
30213,11007
30214,11007
30215,11007
30216,11070
30217,11090
30218,11073
30220,11090
30222,11073
30223,11062
30224,11062
30228,11109
30229,11090
30230,11073
30233,11070
30234,11070
30236,11096
30237,11096
30238,11096
30240,11073
30241,11073
30248,11109
30250,11109
30251,11090
30252,11109
30253,11109
30256,11114
30257,11062
30258,11114
30259,11090
30260,11096
30261,11073
30263,11090
30264,11090
30265,11090
30266,11062
30268,11090
30269,11007
30270,11007
30271,11090
30272,11049
30273,11096
30274,11096
30275,11090
30276,11090
30277,11090
30281,11109
30284,11109
30285,11114
30286,11114
30287,11096
30288,11096
30289,11090
30290,11007
30291,11049
30292,11062
30293,11073
30294,11007
30295,11062
30296,11096
30297,11096
30298,11096
30301,11007
30302,11007
30303,11007
30304,11007
30305,11007
30306,11007
30307,11007
30308,11007
30309,11007
30310,11007
30311,11007
30312,11007
30313,11007
30314,11007
30315,11007
30316,11007
30317,11007
30318,11007
30319,11007
30320,11049
30321,11007
30322,11007
30324,11007
30325,11007
30326,11007
30327,11007
30328,11007
30329,11007
30331,11007
30332,11007
30333,11007
30334,11007
30336,11007
30337,11049
30338,11007
30339,11007
30340,11007
30341,11007
30342,11007
30343,11007
30344,11049
30345,11007
30346,11007
30348,11007
30349,11049
30350,11007
30353,11007
30354,11007
30355,11007
30356,11007
30357,11007
30358,11007
30359,11007
30360,11007
30361,11007
30362,11007
30363,11007
30364,11049
30366,11007
30368,11007
30369,11007
30370,11007
30371,11007
30374,11007
30375,11007
30377,11007
30378,11007
30380,11007
30384,11007
30385,11049
30388,11007
30392,11007
30394,11007
30396,11007
30398,11007
30401,11111
30410,11120
30411,11048
30412,11120
30413,11077
30414,11028
30415,11108
30417,11028
30420,11082
30421,11082
30423,11028
30424,11108
30425,11108
30426,11008
30427,11102
30428,11060
30429,11028
30434,11077
30436,11120
30438,11102
30439,11082
30441,11127
30442,11084
30445,11120
30446,11112
30447,11048
30448,11111
30449,11112
30450,11108
30451,11082
30452,11108
30453,11094
30454,11048
30455,11108
30456,11127
30457,11048
30458,11108
30459,11108
30460,11108
30461,11108
30464,11082
30467,11112
30470,11048
30471,11082
30473,11120
30474,11120
30475,11120
30477,11077
30499,11094
30501,11059
30502,11059
30503,11059
30504,11059
30506,11059
30507,11059
30510,11059
30511,11044
30512,11013
30513,11015
30514,11013
30515,11075
30516,11100
30517,11059
30518,11075
30519,11075
30520,11100
30521,11100
30522,11053
30523,11044
30525,11029
30527,11059
30528,11059
30529,11033
30530,11006
30531,11044
30533,11039
30534,11059
30535,11044
30536,11053
30537,11029
30538,11118
30539,11053
30540,11053
30541,11015
30542,11059
30543,11059
30545,11059
30546,11067
30547,11033
30548,11128
30549,11006
30552,11029
30553,11100
30554,11059
30555,11015
30557,11118
30558,11033
30559,11015
30560,11015
30562,11029
30563,11044
30564,11039
30565,11006
30566,11059
30567,11059
30568,11029
30571,11059
30572,11039
30573,11029
30575,11059
30576,11029
30577,11118
30580,11044
30581,11029
30582,11067
30597,11039
30598,11118
30599,11033
30601,11006
30602,11006
30603,11006
30604,11006
30605,11006
30606,11006
30607,11006
30608,11006
30609,11006
30612,11006
30619,11006
30620,11128
30621,11006
30622,11006
30623,11006
30624,11100
30625,11006
30627,11006
30628,11006
30629,11006
30630,11006
30631,11125
30633,11006
30634,11052
30635,11052
30638,11006
30639,11100
30641,11085
30642,11061
30643,11064
30645,11006
30646,11006
30647,11006
30648,11006
30650,11006
30655,11085
30656,11085
30660,11125
30662,11100
30663,11006
30664,11125
30665,11061
30666,11006
30667,11006
30668,11125
30669,11061
30671,11006
30673,11125
30677,11006
30678,11061
30680,11128
30683,11006
30701,11021
30703,11021
30705,11041
30707,11057
30708,11041
30710,11041
30711,11041
30719,11041
30720,11041
30721,11041
30722,11041
30724,11041
30725,44009
30726,44009
30728,11057
30730,11098
30731,11098
30732,11021
30733,11098
30734,11021
30735,11041
30736,44009
30738,44009
30739,11057
30740,11041
30741,11057
30742,11057
30746,11021
30747,11098
30750,44009
30751,11041
30752,44009
30753,11098
30755,11041
30756,11041
30757,44009
30802,11008
30803,11008
30805,11008
30806,11008
30807,11008
30808,11008
30809,11008
30810,11008
30811,11077
30812,11008
30813,11008
30814,11008
30815,11008
30816,11008
30817,11008
30818,11008
30819,11008
30820,11008
30821,11008
30822,11084
30823,11008
30824,11116
30828,11008
30830,11127
30833,11008
30901,11008
30903,11008
30904,11008
30905,11008
30906,11008
30907,11008
30909,11008
30912,11008
30914,11008
30916,11008
30917,11008
30919,11008
30999,11008
31001,11054
31002,11048
31003,11048
31004,11078
31005,11124
31006,11078
31007,11121
31008,11078
31009,11048
31010,11035
31011,11050
31012,11030
31013,11065
31014,11030
31015,11035
31016,11078
31017,11078
31018,11101
31019,11048
31020,11078
31021,11048
31022,11048
31023,11050
31024,11051
31025,11092
31026,11051
31027,11048
31028,11124
31029,11056
31030,11058
31031,11078
31032,11078
31033,11078
31034,11083
31035,11101
31036,11065
31037,11081
31038,11078
31039,11078
31040,11048
31041,11086
31042,11078
31044,11078
31045,11008
31046,11056
31047,11124
31049,11111
31050,11078
31051,11121
31052,11078
31054,11078
31055,11081
31057,11078
31058,11032
31059,11083
31060,11050
31061,11083
31062,11083
31063,11086
31064,11078
31065,11048
31066,11078
31067,11101
31068,11086
31069,11092
31070,11121
31071,11065
31072,11035
31075,11048
31076,11078
31077,11050
31078,11078
31079,11065
31081,11086
31082,11101
31083,11081
31084,11035
31085,11036
31086,11078
31087,11105
31088,11124
31089,11101
31090,11048
31091,11065
31092,11121
31093,11124
31094,11101
31095,11124
31096,11101
31097,11114
31098,11124
31099,11124
31106,11007
31107,11007
31119,11007
31126,11007
31131,11007
31136,11007
31139,11007
31141,11007
31144,11080
31145,11007
31146,11007
31150,11007
31156,11007
31169,11007
31192,11049
31193,11007
31195,11007
31196,11007
31201,11078
31202,11078
31203,11078
31204,11078
31205,11078
31206,11078
31207,11078
31208,11078
31209,11078
31210,11078
31211,11078
31213,11078
31216,11078
31217,11078
31220,11078
31221,11078
31294,11078
31295,11078
31296,11078
31297,11078
31301,11068
31302,11102
31303,11102
31304,11018
31305,11018
31307,11102
31308,11102
31309,11068
31310,11068
31312,11102
31313,11068
31314,11068
31315,11068
31316,11102
31318,11102
31319,11018
31320,11102
31321,11102
31322,11102
31323,11102
31324,11102
31326,11102
31327,11018
31328,11102
31329,11102
31331,11018
31333,11068
31401,11102
31402,11102
31403,11102
31404,11102
31405,11102
31406,11102
31407,11102
31408,11102
31409,11102
31410,11102
31411,11102
31412,11102
31414,11102
31415,11102
31416,11102
31418,11102
31419,11102
31420,11102
31421,11102
31501,11126
31502,11126
31503,11126
31510,11003
31512,11046
31513,11011
31515,11011
31516,11126
31518,11072
31519,11046
31520,11018
31521,11018
31522,11018
31523,11018
31524,11018
31525,11018
31527,11018
31532,11066
31533,11046
31534,11046
31535,11046
31537,11055
31539,11066
31542,11126
31543,11018
31544,11081
31545,11072
31546,11072
31547,11107
31548,11107
31549,11066
31550,11126
31551,11003
31552,11046
31553,11018
31554,11003
31555,11072
31556,11126
31557,11126
31558,11107
31560,11072
31561,11018
31562,10050
31563,11072
31564,11126
31565,11018
31566,11018
31567,11046
31568,11018
31569,11018
31598,11072
31599,11072
31601,11119
31602,11119
31603,11119
31604,11119
31605,11119
31606,11119
31620,11001
31622,11089
31623,11069
31624,11046
31625,11001
31626,11115
31627,11001
31629,11115
31630,11119
31631,11069
31632,11063
31634,11069
31635,11074
31636,11119
31637,11117
31638,11119
31639,11089
31641,11119
31642,11046
31643,11093
31645,11119
31647,11001
31648,11119
31649,11119
31650,11046
31698,11119
31699,11119
31701,11002
31702,11002
31703,11002
31704,11002
31705,11002
31706,11002
31707,11002
31708,11002
31709,11004
31711,11086
31712,11035
31714,11117
31716,11002
31719,11004
31720,11115
31721,11002
31722,11088
31727,11117
31730,11002
31733,11117
31735,11004
31738,11115
31739,11115
31743,11004
31744,11088
31747,11088
31749,11117
31750,11054
31753,11088
31756,11088
31757,11115
31758,11115
31760,11117
31763,11002
31764,11004
31765,11115
31768,11088
31769,11091
31771,11088
31772,11002
31773,11115
31774,11091
31775,11117
31776,11088
31778,11115
31779,11115
31780,11004
31781,11002
31782,11002
31783,11117
31784,11002
31787,11004
31788,11088
31789,11002
31790,11117
31791,11002
31792,11115
31793,11117
31794,11117
31795,11117
31796,11002
31798,11046
31799,11115
31801,11032
31803,11032
31804,11032
31805,11032
31806,11004
31807,11032
31808,11032
31810,11032
31811,11032
31812,11032
31814,11032
31815,11032
31816,11032
31820,11032
31821,11032
31822,11073
31823,11032
31824,11095
31825,11095
31826,11032
31827,11032
31829,11032
31830,11032
31831,11032
31832,11095
31833,1084
31836,11032
31901,11032
31902,11032
31903,11032
31904,11032
31905,11032
31906,11032
31907,11032
31908,11032
31909,11032
31914,11032
31917,11032
31993,11032
31995,11032
31997,11032
31998,11032
31999,11032
32003,10085
32004,10050
32006,10085
32007,10089
32008,10040
32009,10050
32011,10050
32013,10119
32024,10058
32025,10058
32026,10040
32030,10085
32033,10113
32034,10035
32035,10035
32038,10040
32040,10050
32041,10050
32042,10040
32043,10085
32044,10040
32046,10050
32050,10085
32052,10052
32053,10052
32054,10040
32055,10058
32056,10058
32058,10040
32059,10119
32060,10040
32061,10058
32062,10058
32063,10050
32064,10040
32065,10085
32066,10040
32067,10085
32068,10085
32071,10058
32072,10050
32073,10085
32079,10085
32080,10113
32081,10113
32082,10050
32083,10040
32084,10113
32085,10113
32086,10113
32087,10050
32091,10040
32092,10113
32094,10058
32095,10113
32096,10058
32097,10050
32099,10050
32102,10029
32105,10029
32110,10015
32111,10083
32112,10089
32113,10083
32114,10027
32115,10027
32116,10027
32117,10027
32118,10027
32119,10027
32120,10027
32121,10027
32122,10027
32123,10027
32124,10027
32125,10027
32126,10027
32127,10027
32128,10027
32129,10027
32130,10029
32131,10089
32132,10079
32133,10083
32134,10083
32135,10015
32136,10087
32137,10015
32138,10040
32139,10089
32140,10089
32141,10079
32142,10087
32143,10087
32145,10113
32147,10089
32148,10089
32149,10089
32157,10089
32158,10063
32159,10063
32160,10040
32162,10083
32163,10063
32164,10015
32168,10079
32169,10079
32170,10079
32173,10087
32174,10087
32175,10087
32176,10087
32177,10089
32178,10089
32179,10083
32180,10029
32181,10089
32182,10083
32183,10083
32185,10040
32187,10089
32189,10089
32190,10029
32192,10083
32193,10089
32195,10083
32198,10027
32201,10050
32202,10050
32203,10050
32204,10050
32205,10050
32206,10050
32207,10050
32208,10050
32209,10050
32210,10050
32211,10050
32212,10050
32214,10050
32216,10050
32217,10050
32218,10050
32219,10050
32220,10050
32221,10050
32222,10050
32223,10050
32224,10050
32225,10050
32226,10050
32227,10050
32228,10050
32229,10050
32231,10050
32232,10050
32233,10050
32234,10050
32235,10050
32236,10050
32237,10050
32238,10050
32239,10050
32240,10051
32241,10050
32244,10050
32245,10050
32246,10050
32247,10050
32250,10051
32254,10050
32255,10050
32256,10050
32257,10050
32258,10050
32259,10050
32260,10050
32266,10051
32277,10050
32301,10119
32302,10119
32303,10119
32304,10119
32305,10119
32306,10119
32307,10119
32308,10119
32309,10119
32310,10119
32311,10119
32312,10119
32313,10119
32314,10119
32315,10119
32316,10119
32317,10119
32318,10119
32320,10001
32321,10119
32322,10119
32323,10119
32324,10119
32326,10119
32327,10119
32328,10001
32329,10001
32330,10119
32331,10119
32332,10119
32333,10119
32334,10119
32335,10091
32336,10119
32337,10119
32340,10069
32341,10069
32343,10119
32344,10119
32345,10119
32346,10119
32347,10119
32348,10119
32350,11119
32351,10119
32352,10119
32353,10119
32355,10119
32356,10040
32357,10119
32358,10119
32359,10040
32360,10119
32361,10119
32362,10119
32395,10119
32399,10119
32401,10091
32402,10091
32403,10091
32404,10091
32405,10091
32406,10091
32407,10091
32408,10091
32409,10091
32410,10091
32411,10091
32412,10091
32413,10091
32417,10091
32420,10072
32421,10008
32422,10028
32423,1026
32424,10008
32425,1026
32426,1026
32427,1040
32428,10017
32430,10008
32431,10072
32432,10072
32433,10028
32434,10028
32435,10028
32437,10091
32438,10091
32439,10080
32440,10041
32442,10072
32443,10072
32444,10091
32445,1026
32446,10072
32447,10072
32448,10072
32449,10091
32452,1026
32455,10028
32456,10100
32457,10100
32459,10031
32460,10072
32461,10031
32462,10091
32463,10017
32464,1040
32465,10091
32466,10091
32501,10093
32502,10093
32503,10093
32504,10093
32505,10093
32506,10093
32507,10093
32508,10093
32509,10093
32511,10093
32512,10093
32513,10093
32514,10093
32516,10093
32520,10093
32521,10093
32522,10093
32523,10093
32524,10093
32526,10093
32530,10076
32531,10024
32533,10093
32534,10093
32535,10093
32536,10024
32537,10024
32538,10024
32539,10024
32540,10031
32541,10031
32542,10080
32544,10039
32547,10039
32548,10039
32549,10039
32550,10031
32559,10093
32560,10093
32561,10043
32562,10043
32563,10043
32564,10024
32565,10053
32566,10043
32567,10024
32568,10093
32569,10039
32570,10076
32571,10093
32572,10076
32577,10093
32578,10080
32579,10039
32580,10080
32583,10076
32588,10080
32591,10093
32601,10040
32602,10040
32603,10040
32604,10040
32605,10040
32606,10040
32607,10040
32608,10040
32609,10040
32610,10040
32611,10040
32612,10040
32614,10040
32615,10040
32616,10040
32617,10083
32618,10040
32619,10040
32621,10040
32622,10040
32625,10040
32626,10040
32627,10040
32628,10040
32631,10040
32633,10040
32634,10083
32635,10040
32639,10025
32640,10040
32641,10040
32643,10040
32644,10040
32648,10040
32653,10040
32654,10040
32655,10040
32656,10040
32658,10040
32662,10040
32663,10083
32664,10083
32666,10040
32667,10040
32668,10040
32669,10040
32680,10040
32681,10083
32683,10025
32686,10083
32692,10040
32693,10040
32694,10040
32696,10040
32697,10040
32701,10086
32702,10034
32703,10086
32704,10086
32706,10029
32707,10086
32708,10086
32709,10086
32710,10086
32712,10086
32713,10106
32714,10086
32715,10086
32716,10086
32718,10086
32719,10086
32720,10029
32721,10029
32722,10029
32723,10029
32724,10029
32725,10106
32726,10034
32727,10034
32728,10106
32730,10086
32732,10106
32733,10132
32735,10034
32736,10034
32738,10106
32739,10106
32744,10029
32745,10086
32746,10086
32747,10106
32750,10086
32751,10086
32752,10086
32753,10106
32754,10124
32756,10034
32757,10034
32759,10079
32762,10132
32763,10029
32764,10106
32765,10132
32766,10086
32767,10034
32768,10086
32771,10106
32772,10106
32773,10106
32774,10029
32775,10124
32776,10086
32777,10034
32778,10034
32779,10086
32780,10124
32781,10124
32783,10124
32784,10034
32789,10086
32790,10086
32791,10086
32792,10132
32793,10132
32794,10086
32795,10086
32796,10124
32798,10086
32799,10086
32801,10086
32802,10086
32803,10086
32804,10086
32805,10086
32806,10086
32807,10086
32808,10086
32809,10086
32810,10086
32811,10086
32812,10086
32814,10132
32815,10124
32816,10086
32817,10086
32818,10086
32819,10086
32820,10086
32821,10086
32822,10086
32824,10086
32825,10086
32826,10086
32827,10086
32828,10086
32829,10086
32830,10086
32831,10086
32832,10086
32833,10086
32834,10086
32835,10086
32836,10086
32837,10086
32839,10086
32853,10086
32854,10086
32855,10086
32856,10086
32857,10086
32858,10086
32859,10086
32860,10086
32861,10086
32862,10086
32867,10086
32868,10086
32869,10086
32872,10086
32877,10086
32878,10086
32885,10086
32886,10086
32887,10086
32891,10086
32896,10086
32897,10086
32899,10124
32901,10073
32902,10073
32903,10073
32904,10073
32905,10073
32906,10073
32907,10073
32908,10073
32909,10073
32910,10073
32911,10073
32912,10073
32919,10073
32920,10021
32922,10104
32923,10104
32924,10104
32925,10073
32926,10104
32927,10104
32931,10021
32932,10021
32934,10073
32935,10073
32936,10073
32937,10073
32940,10073
32941,10073
32948,10108
32949,10073
32950,10073
32951,10073
32952,10021
32953,10104
32954,10104
32955,10104
32956,10104
32957,10108
32958,10108
32959,10104
32960,10126
32961,10126
32962,10126
32963,10126
32964,10126
32965,10126
32966,10126
32967,10126
32968,10126
32969,10126
32970,10126
32971,10126
32976,10108
32978,10108
33001,10070
33002,10045
33004,10046
33008,10046
33009,10046
33010,10045
33011,10045
33012,10045
33013,10045
33014,10045
33015,10045
33016,10045
33017,10045
33018,10045
33019,10046
33020,10046
33021,10046
33022,10046
33023,10046
33024,10046
33025,10046
33026,10092
33027,10092
33028,10092
33029,10092
33030,10047
33031,10074
33032,10074
33033,10074
33034,10047
33035,10047
33036,10123
33037,10123
33039,10074
33040,10055
33041,10055
33042,10055
33043,10070
33045,10055
33050,10070
33051,10070
33052,10070
33054,10074
33055,10074
33056,10074
33060,10036
33061,10036
33062,10036
33063,10071
33064,10098
33065,10023
33066,10036
33067,10023
33068,10036
33069,10036
33070,10123
33071,10023
33072,10036
33073,10098
33074,10098
33075,10023
33076,10023
33077,10023
33081,10046
33082,10092
33083,10046
33084,10046
33090,10047
33092,10074
33093,10071
33097,10098
33101,10074
33102,10074
33106,10074
33109,10075
33111,10074
33112,10074
33114,10074
33116,10074
33119,10075
33122,10074
33124,10074
33125,10074
33126,10074
33127,10074
33128,10074
33129,10074
33130,10074
33131,10074
33132,10074
33133,10074
33134,10074
33135,10074
33136,10074
33137,10074
33138,10074
33139,10075
33140,10075
33141,10075
33142,10074
33143,10111
33144,10074
33145,10074
33146,10022
33147,10074
33149,10074
33150,10074
33151,10074
33152,10074
33153,10074
33154,10075
33155,10074
33156,10074
33157,10074
33158,10074
33160,10074
33161,10074
33162,10074
33163,10074
33164,10074
33165,10074
33166,10074
33167,10074
33168,10074
33169,10074
33170,10074
33172,10074
33173,10074
33174,10074
33175,10074
33176,10074
33177,10074
33178,10074
33179,10074
33180,10074
33181,10075
33182,10074
33183,10074
33184,10074
33185,10074
33186,10074
33187,10074
33188,10074
33189,10074
33190,10074
33191,10074
33192,10074
33193,10074
33194,10074
33195,10074
33196,10074
33197,10074
33198,10074
33199,10074
33206,10074
33222,10074
33231,10074
33233,10074
33234,10074
33238,10074
33239,10075
33242,10074
33243,10111
33245,10074
33247,10074
33255,10074
33256,10074
33257,10074
33261,10075
33265,10074
33266,10074
33269,10074
33280,10074
33283,10074
33296,10074
33299,10074
33301,10036
33302,10036
33303,10036
33304,10036
33305,10036
33306,10036
33307,10036
33308,10036
33309,10036
33310,10036
33311,10036
33312,10036
33313,10036
33314,10046
33315,10036
33316,10036
33317,10097
33318,10097
33319,10036
33320,10120
33321,10120
33322,10097
33323,10097
33324,10097
33325,10097
33326,10097
33327,10092
33328,10092
33329,10092
33330,10092
33331,10092
33332,10092
33334,10036
33335,10036
33336,10036
33337,10097
33338,10036
33339,10036
33340,10036
33345,10092
33346,10036
33348,10036
33349,10036
33351,10036
33355,10097
33359,10036
33388,10097
33394,10036
33401,10128
33402,10128
33403,10090
33404,10128
33405,10128
33406,10128
33407,10128
33408,10090
33409,10128
33410,10090
33411,10128
33412,10090
33413,10128
33414,10128
33415,10128
33416,10128
33417,10128
33418,10090
33419,10128
33420,10090
33421,10128
33422,10128
33424,10011
33425,10011
33426,10011
33427,10009
33428,10009
33429,10009
33430,10007
33431,10009
33432,10009
33433,10009
33434,10009
33435,10011
33436,10011
33437,10011
33438,10088
33440,10020
33441,10098
33442,10098
33443,10098
33444,10011
33445,10030
33446,10030
33448,10030
33449,10003
33454,10003
33455,10117
33458,10054
33459,10007
33460,10003
33461,10003
33462,10003
33463,10003
33464,10003
33465,10003
33466,10003
33467,10003
33468,10054
33469,10054
33470,10128
33471,10037
33472,10011
33473,10011
33474,10011
33475,10117
33476,10088
33477,10054
33478,10054
33480,10128
33481,10009
33482,10030
33483,10011
33484,10030
33486,10009
33487,10009
33488,10009
33493,10007
33496,10009
33497,10009
33498,10009
33499,10009
33503,10013
33508,10013
33509,10013
33510,10013
33511,10013
33513,10063
33514,10063
33521,10063
33523,10026
33524,10133
33525,10026
33526,10026
33527,10013
33530,10096
33534,10013
33537,10026
33538,10049
33539,10133
33540,10133
33541,10133
33542,10133
33543,10121
33544,10121
33545,10121
33547,10013
33548,10121
33549,10121
33550,10013
33556,10121
33558,10121
33559,10121
33563,10096
33564,10096
33565,10096
33566,10096
33567,10096
33568,10013
33569,10013
33570,10118
33571,10118
33572,10118
33573,10118
33574,10026
33575,10118
33576,10026
33578,10013
33579,10013
33583,10013
33584,10013
33585,10063
33586,10118
33587,10013
33592,10121
33593,10026
33594,10013
33595,10013
33596,10013
33597,10063
33598,10118
33601,10121
33602,10121
33603,10121
33604,10121
33605,10121
33606,10121
33607,10121
33608,10121
33609,10121
33610,10121
33611,10121
33612,10121
33613,10121
33614,10121
33615,10121
33616,10121
33617,10121
33618,10121
33619,10121
33620,10121
33621,10121
33622,10121
33623,10121
33624,10121
33625,10121
33626,10121
33629,10121
33630,10121
33631,10121
33633,10121
33634,10121
33635,10121
33637,10121
33646,10121
33647,10121
33650,10121
33655,10121
33660,10121
33661,10121
33662,10121
33663,10121
33664,10121
33672,10121
33673,10121
33674,10121
33675,10121
33677,10121
33679,10121
33680,10121
33681,10121
33682,10121
33684,10121
33685,10121
33686,10121
33687,10121
33688,10121
33689,10121
33694,10121
33701,10115
33702,10115
33703,10115
33704,10115
33705,10115
33706,10115
33707,10115
33708,10115
33709,10115
33710,10115
33711,10115
33712,10115
33713,10115
33714,10115
33715,10115
33716,10115
33729,10115
33730,10115
33731,10115
33732,10115
33733,10115
33734,10115
33736,10115
33738,10115
33740,10115
33741,10115
33742,10115
33743,10115
33744,10115
33747,10115
33755,10018
33756,10018
33757,10018
33758,10018
33759,10018
33760,10062
33761,10105
33762,10115
33763,10018
33764,10018
33765,10018
33766,10018
33767,10018
33769,10018
33770,10062
33771,10062
33772,10062
33773,10062
33774,10062
33775,10062
33776,10062
33777,10115
33778,10062
33779,10062
33780,10115
33781,10115
33782,10115
33784,10115
33785,10062
33786,10062
33801,10061
33802,10061
33803,10061
33804,10061
33805,10061
33806,10061
33807,10061
33809,10061
33810,10061
33811,10061
33812,10061
33813,10061
33815,10061
33820,10006
33823,10131
33825,10005
33826,10005
33827,10059
33830,10006
33831,10006
33834,10061
33835,10061
33836,10131
33837,10131
33838,10131
33839,10131
33840,10061
33841,10006
33843,10005
33844,10131
33845,10131
33846,10061
33847,10006
33848,10056
33849,10061
33850,10131
33851,10131
33852,10005
33853,10059
33854,10059
33855,10059
33856,10059
33857,10109
33858,10131
33859,10059
33860,10061
33862,10005
33863,10061
33865,10002
33867,10005
33868,10061
33870,10109
33871,10109
33872,10109
33873,10005
33875,10109
33876,10109
33877,10059
33880,10131
33881,10131
33882,10131
33883,10131
33884,10131
33885,10131
33888,10131
33890,10005
33896,10131
33897,10131
33898,10059
33901,10037
33902,10037
33903,10037
33904,10016
33905,10037
33906,10037
33907,10037
33908,10037
33909,10016
33910,10016
33911,10037
33912,10037
33913,10037
33914,10016
33915,10016
33916,10037
33917,10037
33918,10037
33919,10037
33920,10037
33921,10033
33922,10016
33924,10037
33927,10099
33928,10037
33929,10037
33930,10037
33931,10037
33932,10037
33935,10037
33936,10064
33938,10099
33944,10037
33945,10016
33946,10033
33947,10033
33948,10099
33949,10099
33950,10102
33951,10102
33952,10099
33953,10099
33954,10099
33955,10102
33956,10016
33957,10037
33960,10005
33965,10037
33966,10037
33967,10037
33970,10064
33971,10064
33972,10064
33973,10064
33974,10064
33975,10037
33976,10064
33980,10099
33981,10099
33982,10102
33983,10099
33990,10016
33991,10016
33993,10016
33994,10037
34101,10077
34102,10077
34103,10077
34104,10077
34105,10077
34106,10077
34107,10077
34108,10077
34109,10077
34110,10077
34112,10077
34113,10077
34114,10077
34116,10077
34117,10077
34119,10077
34120,10077
34133,10077
34134,10077
34135,10077
34136,10077
34137,10077
34138,10077
34139,10077
34140,10077
34141,10077
34142,10077
34143,10077
34145,10077
34146,10077
34201,10107
34202,10012
34203,10012
34204,10012
34205,10012
34206,10012
34207,10012
34208,10012
34209,10012
34210,10012
34211,10012
34212,10012
34215,10012
34216,10012
34217,10012
34218,10012
34219,10012
34220,10012
34221,10012
34222,10012
34223,10033
34224,10033
34228,10107
34229,10107
34230,10107
34231,10107
34232,10107
34233,10107
34234,10107
34235,10107
34236,10107
34237,10107
34238,10107
34239,10107
34240,10107
34241,10107
34242,10107
34243,10107
34249,10107
34250,10012
34251,10012
34260,10107
34264,10012
34265,10002
34266,10002
34267,10002
34268,10002
34269,10002
34270,10107
34272,10125
34274,10125
34275,10125
34276,10107
34277,10107
34278,10107
34280,10012
34281,10012
34282,10012
34284,10125
34285,10125
34286,10099
34287,10099
34288,10099
34289,10099
34290,10099
34291,10099
34292,10125
34293,10125
34295,10033
34420,10083
34421,10083
34423,10025
34428,10025
34429,10025
34430,10083
34431,10083
34432,10083
34433,10025
34434,10049
34436,10049
34441,10049
34442,10049
34445,10049
34446,10025
34447,10025
34448,10025
34449,10025
34450,10049
34451,10049
34452,10049
34453,10049
34460,10025
34461,10025
34464,10025
34465,10025
34470,10083
34471,10083
34472,10083
34473,10083
34474,10083
34475,10083
34476,10083
34477,10083
34478,10083
34479,10083
34480,10083
34481,10083
34482,10083
34483,10083
34484,10083
34487,10025
34488,10083
34489,10083
34491,10083
34492,10083
34498,10025
34601,10014
34602,10014
34603,10014
34604,10112
34605,10014
34606,10112
34607,10112
34608,10112
34609,10112
34610,10112
34611,10112
34613,10112
34614,10112
34636,10014
34637,10121
34638,10121
34639,10121
34652,10078
34653,10078
34654,10078
34655,10078
34656,10078
34660,10018
34661,10014
34667,10048
34668,10078
34669,10048
34673,10078
34674,10048
34677,10105
34679,10048
34680,10078
34681,10018
34682,10018
34683,10018
34684,10105
34685,10105
34688,10122
34689,10122
34690,10078
34691,10078
34692,10078
34695,10105
34697,10032
34698,10032
34705,10034
34711,10019
34712,10019
34713,10019
34714,10019
34715,10019
34729,10135
34731,10063
34734,10135
34736,10019
34737,10063
34739,10114
34740,10135
34741,10056
34742,10056
34743,10056
34744,10056
34745,10056
34746,10056
34747,10056
34748,10063
34749,10063
34753,10019
34755,10019
34756,10135
34758,10056
34759,10056
34760,10135
34761,10135
34762,10063
34769,10114
34770,10114
34771,10114
34772,10114
34773,10114
34777,10135
34778,10135
34785,10063
34786,10086
34787,10135
34788,10034
34789,10034
34797,10063
34945,10038
34946,10038
34947,10038
34948,10038
34949,10038
34950,10038
34951,10126
34952,10101
34953,10101
34954,10038
34956,10117
34957,10117
34958,10117
34972,10084
34973,10084
34974,10084
34979,10038
34981,10038
34982,10038
34983,10101
34984,10101
34985,10101
34986,10101
34987,10101
34988,10101
34990,10117
34991,10117
34992,10117
34994,10117
34995,10117
34996,10117
34997,10117
35004,1011
35005,1011
35006,1010
35007,1001
35010,1002
35011,1002
35013,1063
35014,1078
35015,1011
35016,1046
35019,1022
35020,1010
35021,1010
35022,1010
35023,1010
35031,1011
35032,1011
35033,1022
35034,1019
35035,1001
35036,1011
35038,1011
35040,1001
35042,1019
35043,1011
35044,1011
35045,1001
35046,1001
35048,1011
35049,1011
35051,1001
35052,1011
35053,1022
35054,1011
35055,1022
35056,1022
35057,1022
35058,1022
35060,1011
35061,1011
35062,1011
35063,1011
35064,1011
35068,1011
35070,1022
35071,1011
35072,1077
35073,1011
35074,1010
35077,1022
35078,1011
35079,1011
35080,1011
35082,1077
35083,1022
35085,1001
35087,1046
35089,1002
35091,1011
35094,1011
35096,1011
35097,1011
35098,1022
35111,1010
35112,1011
35114,1001
35115,1001
35116,1011
35117,1011
35118,1011
35119,1011
35120,1011
35121,1063
35123,1011
35124,1011
35125,1011
