fips,hrr,weight
01001,1,0.0391050191493648
01001,7,0.9608949808506346
01003,134,0.0319978931428382
01003,6,0.9680021068571606
01005,2,0.9743599082201257
01005,7,0.025640091779873902
01007,1,0.4743181322277981
01007,9,0.5256818677722014
01009,1,0.9885733226335431
01009,5,0.0114266773664561
01011,146,0.0030236393622869
01011,7,0.9969763606377128
01013,134,0.0003341767317515
01013,7,0.9996658232682482
01015,1,0.9999999999999996
01017,1,0.9546690048224459
01017,144,0.0453309951775537
01019,1,0.168840663357574
01019,148,0.8311593366424255
01021,1,0.9057809958068872
01021,7,0.0837935064042343
01021,9,0.0104254977888779
01023,260,0.98145609351324
01023,6,0.0185439064867595
01025,6,0.9999999999999998
01027,1,0.9999999999999996
01029,1,0.7121960993855194
01029,144,0.1946299759551162
01029,148,0.0931739246593641
01031,2,0.9783357360243466
01031,7,0.0216642639756526
01033,1,0.9999999999999997
01035,134,0.2016933776837009
01035,6,0.1298004233444208
01035,7,0.6685061989718778
01037,1,0.9299766010919487
01037,7,0.0700233989080509
01039,134,0.738011386204157
01039,2,0.25891698662782997
01039,7,0.0030716271680127
01041,134,0.0532144398101538
01041,2,0.016539623184237
01041,7,0.9302459370056086
01043,1,0.962378429470437
01043,5,0.037621570529562304
01045,2,0.9993034548638745
01045,7,0.0006965451361248
01047,1,0.9999999999999996
01049,1,0.9349449436780147
01049,373,0.0602033497869466
01049,5,0.0048517065350377
01051,1,0.0033416138103224
01051,7,0.9966583861896771
01053,134,0.9983820037057332
01053,6,0.0016179962942665
01055,1,0.9999999999999993
01057,1,0.2080505771126963
01057,9,0.7919494228873034
01059,1,0.9770375977794596
01059,262,0.0229624022205399
01061,134,0.0006345651362448
01061,2,0.9993654348637546
01063,1,0.1468214483139856
01063,9,0.853178551686014
01065,1,0.0416243654822334
01065,9,0.9583756345177663
01067,2,0.9999999999999997
01069,2,0.9999999999999994
01071,1,0.0191068442707648
01071,373,0.2845172562797074
01071,5,0.6963758994495267
01073,1,0.9998906549464939
01073,9,0.0001093450535031
01075,1,0.0497802801428179
01075,262,0.2394259818731117
01075,9,0.7107937379840703
01077,1,0.9999244949249801
01077,5,7.550507501968525e-05
01079,1,0.856460584175427
01079,5,0.1435394158245725
01081,1,0.7786120202214658
01081,146,0.2213879797785334
01083,1,0.0069217945930273
01083,5,0.9930782054069719
