geo_id,val,se,sample_size,effective_sample_size
ak,0,5.8352222,10,7.5686539
al,0,1.473665,42,32.9290143
ar,0,1.8592015,34,25.8932661
az,0,0.9482123,65,51.7308047
ca,0,0.1865447,338,267.0323018
co,0,0.8749501,77.966,56.1461151
ct,0,0.9825331,61,49.8888726
dc,0,10.3611251,4,3.8257308
de,0,5.0614175,17,8.8786556
fl,0,0.2594723,250.0001,191.698832
ga,0,0.5666536,106.0003,87.2373264
hi,0,6.2856154,9,6.9546706
ia,0,0.868157,71.9005,56.5932718
id,0,2.0620467,29,23.2477538
il,0,0.3306179,193.9998,150.2319876
in,0,0.7631239,82.0001,64.5201596
ks,0,1.4569023,39.9998,33.3193901
ky,0,0.9873986,65.0008,49.6381127
la,0,1.2601186,51,38.6788059
ma,0,0.7217732,89,68.2738388
md,0,0.9357413,68,52.4335726
me,0,4.2457194,15,10.7765673
mi,0,0.359671,182.0001,138.0159192
mn,0,0.9788548,70,50.0800966
mo,0,1.1815822,52,41.3161406
ms,0,2.791816,23,16.9094898
mt,0,2.8411475,21,16.5985233
nc,0,0.3801858,164.0007,130.5146278
nd,0,11.4849656,3.2562,3.3535176
ne,0,2.754002,21.0002,17.1553968
nh,0,1.7057528,34,28.312571
nj,0,0.6251441,95.9999,78.9815531
nm,0,3.8171791,14.9995,12.0986781
nv,0,1.8993851,31,25.3243092
ny,0,0.2831698,230,175.572501
oh,0,0.3729324,170.0004,133.0725634
ok,0,1.2181215,50.9997,40.0468101
or,0,1.4504565,44,33.4719067
pa,0,0.2704604,242.0002,183.8699169
ri,0,2.7463088,22,17.2062555
sc,0,0.6650941,97,74.1773282
sd,0,3.3214396,16.8488,14.0537136
tn,0,0.8041058,76.0001,61.1808697
tx,0,0.2666124,238.0007,186.5381969
ut,0,1.9508682,31.0339,24.6296144
va,0,0.442082,136.0147,112.1011868
vt,0,6.1744763,9,7.0978528
wa,0,0.6855155,89,71.9378104
wi,0,0.835646,73,58.8339515
wv,0,1.4696338,42,33.0220814
wy,0,4.1288862,13.9945,11.1098033
