geo_id,val,se,sample_size,effective_sample_size
ak,0,4.4015566,13,10.3596178
al,0,0.871959,72.0008,56.3421476
ar,0,1.0210057,61.0002,47.9713217
az,0,0.5721687,107,86.3868115
ca,0,0.1326476,482,375.9385578
co,0,0.5458033,122.9658,90.6080872
ct,0,0.6830669,89,72.1992674
dc,0,6.6044303,7,6.5706757
de,0,2.9775351,25,15.7924133
fl,0,0.1856388,348.0001,268.3402049
ga,0,0.4129093,149.9998,120.0919646
hi,0,3.69044,16,12.5485201
ia,0,0.6864713,91.8089,71.8362533
id,0,1.7728452,33,27.2032527
il,0,0.2454456,266.9998,202.7111381
in,0,0.5771305,111.0001,85.6355216
ks,0,0.9961938,59.9998,49.1910381
ky,0,0.7638063,84.0011,64.4616199
la,0,0.8912445,74,55.1013275
ma,0,0.5587975,116,88.4778443
md,0,0.7377383,85,66.7747139
me,0,1.9097219,37,25.1818226
mi,0,0.2363079,277.0001,210.5883801
mn,0,0.6963152,99,70.806564
mo,1.2350736,0.9547445,88,71.07056
ms,0,1.3251797,46,36.7307307
mt,0,2.2658824,26,21.066458
nc,0,0.2827596,224.0007,175.8286249
nd,0,4.5801735,11.2563,9.916617
ne,0,1.4009709,42.0918,34.6895343
nh,0,1.1460144,52,42.6294697
nj,0,0.4469974,135.9999,110.8574755
nm,0,2.8971983,21.9995,16.2580523
nv,0,1.1396163,51,42.8744149
ny,0,0.1912586,341.0001,260.4262046
oh,0,0.2588183,249.0004,192.1857496
ok,0,0.8902318,69.9996,55.1651449
or,0,1.1413319,56,42.8084666
pa,0,0.202382,320.0002,246.0575438
ri,0,2.3004171,26,20.7351891
sc,0,0.4638925,139,106.7835807
sd,0,2.5846461,22.8488,18.3450082
tn,0,0.5997534,100.9998,82.3675921
tx,0,0.1750319,361.0006,284.6622321
ut,0,1.403079,44.0339,34.6359115
va,0,0.3094803,201.0489,160.5611555
vt,0,3.5497173,16,13.0856286
wa,0,0.5450386,111,90.7366191
wi,0,0.6021483,102,82.036019
wv,0,1.1625867,52,42.0075443
wy,0,3.3116947,16.9945,14.0980103
